"full_name","a","e","i","om","w","q","ad","per.y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"       (2014 HZ197)",1.762,0.6344,50.33,37.47,310.82,0.644,2.88,2.34,8,9,28,,,22.40
"       (2014 HA198)",1.237,0.1613,5.49,35.64,171.89,1.038,1.44,1.38,5,8,27,,,28.70
"       (2014 HB198)",1.431,0.2355,4.58,38.24,171.97,1.094,1.77,1.71,2,9,31,,,27.60
"       (2014 HC198)",1.391,0.3889,15.63,39.96,82.29,0.850,1.93,1.64,1,9,20,,,24.90
"       (2014 HD198)",2.115,0.6431,0.98,220.41,69.12,0.755,3.47,3.07,1,9,12,,,29.70
"       (2014 HE198)",1.049,0.4375,12.20,220.71,214.14,0.590,1.51,1.07,2,9,16,,,22.90
"       (2014 HF198)",1.547,0.2935,14.45,217.01,26.36,1.093,2.00,1.92,1,9,16,,,27.40
"       (2014 HG198)",1.79,0.4039,7.68,33.54,200.52,1.067,2.51,2.4,4,9,12,,,27.10
"       (2014 HH198)",1.251,0.2880,6.62,214.62,288.41,0.891,1.61,1.4,1,9,16,,,28.50
"       (2014 HJ198)",2.154,0.7421,6.06,214.88,262.87,0.556,3.75,3.16,3,9,34,,,26.60
"       (2014 HL198)",1.287,0.2401,3.79,231.19,293.40,0.978,1.60,1.46,4,9,30,,,27.30
"       (2014 HM198)",1.056,0.2678,8.25,26.88,79.79,0.773,1.34,1.09,1,9,20,,,27.50
"       (2014 HN198)",2.059,0.5773,2.59,304.82,200.70,0.870,3.25,2.96,5,9,22,,,24.60
"       (2014 HO198)",1.582,0.3557,4.22,23.76,227.25,1.019,2.14,1.99,1,9,20,,,26.50
"       (2014 HP198)",1.272,0.1893,8.13,24.29,132.95,1.032,1.51,1.44,1,9,16,,,26.90
"       (2014 HQ198)",1.869,0.4274,3.50,16.87,228.32,1.070,2.67,2.56,4,9,26,,,25.80
"       (2014 HR198)",1.378,0.2399,1.32,248.92,1.03,1.048,1.71,1.62,4,9,23,,,28.50
"       (2014 HS198)",1.517,0.2612,8.36,24.74,160.72,1.120,1.91,1.87,4,9,24,,,25.50
"       (2014 HT198)",2.108,0.4052,8.40,12.65,237.30,1.254,2.96,3.06,1,9,20,,,23.60
"       (2014 HU198)",1.949,0.4272,11.40,32.26,184.35,1.116,2.78,2.72,1,9,24,,,26.60
"       (2014 HV198)",1.254,0.2193,16.33,223.72,73.51,0.979,1.53,1.4,1,9,13,,,26.40
"       (2014 HW198)",2.277,0.4341,7.56,17.83,195.87,1.288,3.27,3.44,1,9,16,,,25.10
"       (2014 HX198)",1.711,0.4732,2.06,18.51,265.90,0.901,2.52,2.24,7,8,42,,,27.00
"       (2014 HY198)",1.096,0.1982,2.50,227.24,74.81,0.879,1.31,1.15,1,8,18,,,29.70
"       (2014 HZ198)",3.701,0.6674,40.87,35.18,116.11,1.231,6.17,7.12,1,9,16,,,22.70
"       (2014 HA199)",1.458,0.2791,2.68,234.17,353.24,1.051,1.87,1.76,1,9,16,,,27.90
"       (2014 HB199)",1.719,0.4951,13.90,231.12,69.00,0.868,2.57,2.25,7,9,46,,,24.90
"       (2014 HC199)",1.092,0.4905,5.14,285.51,112.01,0.557,1.63,1.14,2627,4,75,,,22.37
"       (2014 HD199)",1.593,0.3848,6.73,234.07,270.34,0.980,2.21,2.01,4,9,18,,,22.30
"       (2014 HE199)",2.394,0.6322,5.26,24.82,125.08,0.881,3.91,3.7,4,9,26,,,25.20
"       (2014 HF199)",1.648,0.3387,11.72,31.86,156.10,1.090,2.21,2.12,1,9,18,,,25.90
"       (2014 HG199)",2.012,0.4120,12.06,22.35,262.90,1.183,2.84,2.85,7,9,24,,,21.70
"       (2014 HH199)",1.538,0.2729,12.04,228.24,348.49,1.118,1.96,1.91,3,9,18,,,26.90
"       (2014 HJ199)",1.623,0.5216,7.55,231.68,258.52,0.776,2.47,2.07,3,9,16,,,26.10
"       (2014 HK199)",1.316,0.1889,6.60,234.99,31.54,1.067,1.56,1.51,3,9,20,,,26.90
"       (2014 HL199)",1.004,0.2144,5.40,26.74,338.48,0.789,1.22,1.01,3,9,14,,,26.80
"       (2014 HM199)",2.038,0.4079,4.58,14.96,174.24,1.206,2.87,2.91,7,9,20,,,23.90
"       (2014 HN199)",2.687,0.7204,3.23,22.53,268.61,0.751,4.62,4.4,6,9,10,,,26.90
"       (2014 HO199)",1.425,0.2851,16.37,225.65,57.16,1.019,1.83,1.7,4,9,8,,,26.00
"       (2014 JD)",2.186,0.5609,1.84,63.32,199.77,0.960,3.41,3.23,6,8,37,,,26.30
"       (2014 JN2)",0.8939,0.6916,6.32,219.84,148.81,0.276,1.51,0.845,4,8,30,,,24.30
"       (2014 JQ2)",1.619,0.4199,15.42,65.93,81.36,0.939,2.30,2.06,3,9,40,,,22.30
"       (2014 JR2)",1.714,0.4870,14.50,208.85,75.07,0.879,2.55,2.24,172,4,47,,,21.50
"       (2014 JT2)",1.22,0.2269,13.95,218.16,305.32,0.943,1.50,1.35,19,7,31,,,24.80
"       (2014 JD15)",1.641,0.4703,35.15,227.27,216.82,0.869,2.41,2.1,7,8,24,,,20.60
"       (2014 JE15)",2.294,0.5165,1.35,337.22,273.47,1.109,3.48,3.47,54,6,26,,,25.10
"       (2014 JF15)",1.145,0.1792,11.38,217.97,280.28,0.940,1.35,1.22,2,7,31,,,25.40
"       (2014 JG15)",1.212,0.2404,9.89,221.48,284.61,0.920,1.50,1.33,6,8,30,,,25.70
"       (2014 JH15)",2.316,0.6244,1.53,205.83,79.10,0.870,3.76,3.52,23,7,47,,,24.50
"       (2014 JK15)",2.216,0.4946,9.44,228.29,331.61,1.120,3.31,3.3,113,6,118,,,21.10
"       (2014 JU15)",0.726,0.4665,9.10,38.58,20.25,0.387,1.06,0.619,35,7,50,,,24.80
"       (2014 JO24)",2.282,0.5424,7.38,52.72,143.25,1.044,3.52,3.45,15,8,31,,,24.50
"       (2014 JQ24)",1.653,0.2858,33.70,43.44,137.13,1.180,2.13,2.12,4,9,31,,,21.80
"       (2014 JR24)",1.066,0.1183,0.93,48.89,246.47,0.940,1.19,1.1,7,5,56,,,29.30
"       (2014 JU24)",1.521,0.2364,7.16,238.87,26.90,1.161,1.88,1.88,52,6,39,,,24.20
"       (2014 JW24)",1.436,0.3066,12.20,56.84,222.53,0.996,1.88,1.72,25,7,69,,,23.90
"       (2014 JX24)",1.764,0.4232,12.40,223.13,347.37,1.017,2.51,2.34,2,8,24,,,26.90
"       (2014 JK25)",2.648,0.5658,24.40,237.49,258.13,1.150,4.15,4.31,1292,3,39,,,18.70
"       (2014 JL25)",2.897,0.6566,15.75,70.10,172.15,0.995,4.80,4.93,33,2,54,7,5,23.00
"       (2014 JN25)",1.313,0.2242,5.72,221.07,46.85,1.018,1.61,1.5,12,8,12,,,26.60
"       (2014 JO25)",2.065,0.8865,25.16,30.30,49.91,0.234,3.90,2.97,3299,0,1736,8,3,17.80
"       (2014 JP25)",1.368,0.2729,21.03,51.20,42.24,0.995,1.74,1.6,1079,2,37,,,21.20
"       (2014 JR25)",2.511,0.6657,10.28,226.05,304.24,0.839,4.18,3.98,1489,0,106,,,23.30
"       (2014 JS25)",2.001,0.4947,3.51,221.04,27.78,1.011,2.99,2.83,2,8,15,,,26.50
"       (2014 JY30)",1.325,0.4060,1.74,87.01,59.67,0.787,1.86,1.53,3,8,33,,,25.40
"       (2014 JA31)",1.35,0.2169,26.41,54.81,206.35,1.057,1.64,1.57,9,8,43,,,23.60
"       (2014 JC31)",2.555,0.6031,36.94,64.67,75.30,1.014,4.10,4.08,2802,0,184,,,19.06
"       (2014 JS54)",2.074,0.8939,3.36,235.05,206.54,0.220,3.93,2.99,2198,0,60,,,21.20
"       (2014 JT54)",2.396,0.7232,4.00,85.29,232.45,0.663,4.13,3.71,9,8,22,,,24.10
"       (2014 JV54)",1.043,0.0601,7.74,65.36,277.29,0.981,1.11,1.07,255,2,50,,,25.90
"       (2014 JW54)",2.423,0.8819,22.11,114.27,344.70,0.286,4.56,3.77,2617,0,52,,,18.65
"       (2014 JX54)",1.172,0.0551,5.85,67.95,122.19,1.108,1.24,1.27,26,7,17,,,24.40
"       (2014 JY54)",1.28,0.1610,3.78,37.83,168.80,1.074,1.49,1.45,4,8,19,,,27.10
"       (2014 JG55)",1.58,0.4110,8.74,49.86,223.21,0.931,2.23,1.99,,7,44,,,29.20
"       (2014 JJ55)",1.09,0.1017,7.39,227.26,296.64,0.979,1.20,1.14,13,6,32,,,25.30
"       (2014 JR55)",2.162,0.4790,10.37,147.63,179.71,1.126,3.20,3.18,1052,2,30,,,19.30
"       (2014 JV55)",2.456,0.6924,41.44,59.79,106.38,0.756,4.16,3.85,225,4,41,,,20.10
"       (2014 JW55)",1.575,0.4458,20.77,51.35,238.25,0.873,2.28,1.98,2,8,25,,,26.40
"       (2014 JB57)",1.767,0.3637,4.34,246.22,305.79,1.124,2.41,2.35,2,9,19,,,25.50
"       (2014 JC57)",1.079,0.1193,3.84,27.85,294.07,0.951,1.21,1.12,2,6,31,,,26.59
"       (2014 JD57)",1.906,0.4551,3.15,238.56,320.02,1.039,2.77,2.63,3,8,13,,,25.78
"       (2014 JE57)",1.363,0.1032,15.23,235.95,332.32,1.223,1.50,1.59,1,8,11,,,23.97
"       (2014 JF57)",3.055,0.6640,8.21,256.78,28.28,1.027,5.08,5.34,1,9,19,,,23.40
"       (2014 JH57)",3.33,0.8751,25.69,54.44,11.97,0.416,6.24,6.08,4398,0,228,,,16.27
"       (2014 JN57)",1.243,0.1678,28.58,68.28,143.73,1.035,1.45,1.39,1339,1,81,,,20.50
"       (2014 JQ57)",2.836,0.7691,23.74,89.28,25.26,0.655,5.02,4.78,47,6,47,,,18.90
"       (2014 JS57)",1.3,0.1253,20.03,223.73,26.44,1.137,1.46,1.48,82,6,48,,,22.20
"       (2014 JH78)",2.343,0.4549,11.72,58.89,170.19,1.277,3.41,3.59,9179,0,172,,,19.00
"       (2014 JQ79)",1.582,0.3725,6.47,34.47,142.18,0.993,2.17,1.99,5,8,44,,,26.10
"       (2014 JR79)",1.291,0.1873,10.34,29.47,294.70,1.049,1.53,1.47,3,9,16,,,24.40
"       (2014 JS79)",1.897,0.4815,11.47,27.92,281.09,0.984,2.81,2.61,4,9,46,,,22.90
"       (2014 JT79)",1.94,0.5876,1.77,252.44,251.45,0.800,3.08,2.7,7,9,14,,,25.30
"       (2014 JU79)",1.211,0.2388,5.96,357.00,54.82,0.922,1.50,1.33,2,8,16,,,22.70
"       (2014 JV79)",1.08,0.1358,16.36,233.07,113.93,0.933,1.23,1.12,1,9,8,,,25.40
"       (2014 JW79)",1.104,0.3696,5.26,40.35,290.84,0.696,1.51,1.16,1,9,21,,,26.60
"       (2014 JX79)",1.51,0.3874,6.57,41.61,129.06,0.925,2.09,1.85,1,9,15,,,28.50
"       (2014 JY79)",1.8,0.6769,20.05,275.03,158.25,0.582,3.02,2.42,1,9,16,,,18.60
"       (2014 JO92)",1.394,0.2460,2.26,204.70,332.87,1.051,1.74,1.65,131,4,29,,,24.00
"       (2014 JP92)",1.555,0.2045,8.85,236.06,303.50,1.237,1.87,1.94,46,5,21,,,22.60
"       (2014 KD)",2.152,0.5461,5.24,226.42,39.49,0.977,3.33,3.16,122,6,69,,,24.40
"       (2014 KO2)",1.393,0.2654,3.32,64.75,167.95,1.023,1.76,1.64,2,7,34,,,28.20
"       (2014 KP2)",1.278,0.2503,6.64,61.30,121.17,0.958,1.60,1.45,1,8,15,,,26.70
"       (2014 KM4)",2.79,0.6847,5.22,143.85,10.31,0.880,4.70,4.66,37,7,34,,,21.30
"       (2014 KN4)",2.248,0.5011,2.41,239.74,35.79,1.122,3.38,3.37,75,6,27,,,24.30
"       (2014 KO4)",1.515,0.5604,3.05,235.30,274.49,0.666,2.36,1.87,3,8,15,,,27.30
"       (2014 KP4)",2.322,0.8207,9.32,249.04,235.95,0.416,4.23,3.54,2577,0,173,,,19.20
"       (2014 KX21)",2.194,0.5137,4.52,70.94,162.29,1.067,3.32,3.25,7,8,18,,,25.50
"       (2014 KE22)",2.528,0.5732,2.20,58.93,177.27,1.079,3.98,4.02,4,9,9,,,25.30
"       (2014 KF22)",1.497,0.4208,4.95,68.06,237.29,0.867,2.13,1.83,4,5,39,0,1,26.40
"       (2014 KL22)",1.291,0.1966,12.05,76.79,199.57,1.037,1.54,1.47,29,7,54,,,24.60
"       (2014 KM22)",1.604,0.3389,2.50,235.96,12.83,1.061,2.15,2.03,10,7,17,,,26.50
"       (2014 KB39)",2.097,0.5009,2.79,252.42,317.97,1.047,3.15,3.04,9,8,17,,,25.10
"       (2014 KC39)",2.371,0.4883,6.04,217.89,19.83,1.213,3.53,3.65,29,6,22,,,23.30
"       (2014 KD39)",2.104,0.4577,9.34,84.49,196.85,1.141,3.07,3.05,62,6,28,,,23.50
"       (2014 KE39)",1.691,0.2895,13.92,225.49,23.31,1.202,2.18,2.2,68,5,22,,,23.30
"       (2014 KF39)",1.042,0.0791,3.64,235.65,95.46,0.959,1.12,1.06,242,3,53,,,25.30
"       (2014 KG39)",0.9027,0.3578,3.46,236.65,150.84,0.580,1.23,0.858,2196,3,32,,,25.00
"       (2014 KH39)",2.343,0.5929,5.45,74.58,211.04,0.954,3.73,3.59,11,4,48,3,1,26.20
"       (2014 KM39)",0.9069,0.3762,13.31,233.88,228.06,0.566,1.25,0.864,39,5,21,,,24.40
"       (2014 KO39)",2.126,0.4354,2.39,22.28,215.33,1.201,3.05,3.1,34,7,27,,,23.40
"       (2014 KS40)",2.293,0.5376,2.92,251.36,4.72,1.060,3.53,3.47,2680,0,429,,,22.11
"       (2014 KC45)",1.518,0.3949,0.04,109.61,185.25,0.918,2.12,1.87,1,6,57,,,29.30
"       (2014 KD45)",1.153,0.0923,0.77,237.26,358.32,1.046,1.26,1.24,15,7,17,,,27.80
"       (2014 KE45)",1.839,0.7158,8.08,22.78,349.08,0.523,3.16,2.49,1868,0,50,,,20.00
"       (2014 KZ45)",1.529,0.4066,13.76,121.63,231.49,0.907,2.15,1.89,979,0,124,,,20.30
"       (2014 KA46)",2.046,0.4829,8.57,82.86,194.60,1.058,3.03,2.93,28,7,29,,,24.40
"       (2014 KB46)",2.044,0.4853,7.40,244.73,356.80,1.052,3.04,2.92,26,7,37,,,24.82
"       (2014 KC46)",2.414,0.7046,4.02,53.66,279.66,0.713,4.12,3.75,158,6,46,,,22.80
"       (2014 KD46)",2.384,0.5724,14.66,240.24,324.79,1.020,3.75,3.68,5,8,22,,,23.80
"       (2014 KE46)",2.219,0.5375,8.54,263.67,35.50,1.026,3.41,3.31,160,5,57,,,20.90
"       (2014 KF46)",1.365,0.3606,26.96,67.04,242.52,0.873,1.86,1.59,1,7,33,,,26.50
"       (2014 KN62)",2.882,0.6671,25.91,237.85,297.66,0.960,4.80,4.89,37,6,38,,,20.50
"       (2014 KO62)",1.126,0.1191,6.51,242.43,318.63,0.992,1.26,1.19,12,6,55,,,26.20
"       (2014 KQ75)",2.19,0.6630,14.45,68.66,254.31,0.738,3.64,3.24,5,7,57,,,25.30
"       (2014 KM76)",1.816,0.4025,59.20,38.53,189.15,1.085,2.55,2.45,30,6,27,,,20.20
"       (2014 KN76)",1.789,0.4710,36.95,208.78,64.02,0.946,2.63,2.39,1887,0,39,,,20.50
"       (2014 KO76)",2.436,0.6135,9.47,57.46,134.47,0.941,3.93,3.8,19,8,31,,,23.90
"       (2014 KP76)",2.168,0.4798,8.64,240.43,10.94,1.128,3.21,3.19,53,6,32,,,23.20
"       (2014 KR76)",1.725,0.2757,30.27,214.73,104.42,1.249,2.20,2.27,66,7,28,,,20.80
"       (2014 KS76)",0.9282,0.2704,1.10,62.28,51.36,0.677,1.18,0.894,473,2,45,,,26.60
"       (2014 KT76)",2.485,0.7008,4.43,207.98,298.43,0.743,4.23,3.92,2725,0,73,,,21.10
"       (2014 KU76)",1.483,0.3512,15.66,79.74,291.24,0.962,2.00,1.81,1005,2,55,,,20.50
"       (2014 KV76)",0.8484,0.3582,12.75,232.79,157.75,0.545,1.15,0.781,2570,0,195,,,21.10
"       (2014 KW76)",1.683,0.5617,2.34,67.36,102.15,0.738,2.63,2.18,4,7,34,,,27.90
"       (2014 KX76)",1.304,0.2163,9.91,63.29,155.27,1.022,1.59,1.49,26,7,25,,,24.30
"       (2014 KO84)",2.042,0.4162,4.61,197.11,50.54,1.192,2.89,2.92,24,7,22,,,23.50
"       (2014 KP84)",1.489,0.3513,22.34,56.22,29.47,0.966,2.01,1.82,2420,1,31,,,20.78
"       (2014 KQ84)",1.401,0.2602,0.94,253.48,357.58,1.036,1.77,1.66,22,6,54,,,26.70
"       (2014 KR84)",1.103,0.3217,28.82,273.69,200.91,0.748,1.46,1.16,2576,0,70,,,20.30
"       (2014 KV84)",2.212,0.4155,7.13,331.93,331.81,1.293,3.13,3.29,1026,2,126,,,20.10
"       (2014 KV86)",2.633,0.6412,25.58,130.97,37.25,0.945,4.32,4.27,1472,0,52,,,20.55
"       (2014 KW86)",2.169,0.4198,6.56,224.21,22.83,1.258,3.08,3.19,34,6,15,,,23.70
"       (2014 KX86)",1.281,0.2083,12.65,246.71,344.15,1.014,1.55,1.45,7,7,29,,,26.50
"       (2014 KY86)",1.71,0.4994,38.00,246.04,298.21,0.856,2.56,2.24,7,9,30,,,23.60
"       (2014 KA91)",1.257,0.2782,9.23,248.98,67.60,0.908,1.61,1.41,10,7,34,,,25.50
"       (2014 KB91)",2.331,0.5766,4.94,201.87,127.10,0.987,3.68,3.56,2743,0,142,,,20.24
"       (2014 KE91)",2.32,0.4760,6.05,195.12,42.05,1.216,3.42,3.53,14330,0,179,,,18.21
"       (2014 KX99)",2.8,0.5890,13.56,288.31,348.52,1.151,4.45,4.69,1981,1,83,,,18.10
"       (2014 LJ)",1.079,0.1390,1.05,78.17,91.85,0.929,1.23,1.12,28,6,27,,,28.52
"       (2014 LM9)",2.579,0.5845,4.05,72.50,190.34,1.072,4.09,4.14,19,8,24,,,25.00
"       (2014 LN9)",2.301,0.8664,18.89,201.61,168.95,0.307,4.29,3.49,2570,0,69,,,21.00
"       (2014 LX9)",2.131,0.4464,8.22,99.76,188.69,1.180,3.08,3.11,59,6,23,,,23.70
"       (2014 LY9)",2.25,0.4981,6.73,256.90,350.68,1.129,3.37,3.37,17,7,18,,,24.20
"       (2014 LN14)",2.168,0.4292,5.07,337.83,336.58,1.237,3.10,3.19,1058,1,53,,,19.60
"       (2014 LO14)",2.148,0.4328,6.84,351.59,318.50,1.218,3.08,3.15,1086,2,45,,,20.40
"       (2014 LU14)",1.287,0.4496,25.31,274.11,219.47,0.708,1.87,1.46,2244,1,89,,,19.70
"       (2014 LV14)",1.506,0.2342,10.36,81.40,147.69,1.153,1.86,1.85,15,7,12,,,24.00
"       (2014 LW14)",1.262,0.3672,15.20,77.50,309.92,0.799,1.73,1.42,1356,2,30,,,21.50
"       (2014 LX14)",1.399,0.0953,13.92,248.68,63.91,1.266,1.53,1.66,1878,0,54,,,21.83
"       (2014 LN17)",2.457,0.7933,6.63,252.07,263.19,0.508,4.41,3.85,2,9,17,,,27.00
"       (2014 LZ20)",0.7455,0.4348,6.16,79.78,355.04,0.421,1.07,0.644,2,8,15,,,25.10
"       (2014 LK21)",0.9633,0.0992,5.80,251.50,139.59,0.868,1.06,0.945,18,4,45,0,1,25.90
"       (2014 LW21)",3.354,0.6125,8.26,155.02,129.87,1.300,5.41,6.14,4400,0,595,,,18.60
"       (2014 LX21)",2.109,0.5010,4.93,253.67,48.41,1.052,3.17,3.06,112,5,63,,,23.40
"       (2014 LY21)",0.6458,0.6059,1.24,73.35,349.75,0.254,1.04,0.519,,9,11,,,29.10
"       (2014 LF25)",1.312,0.2158,21.20,251.14,330.57,1.029,1.59,1.5,2,8,28,,,24.10
"       (2014 LQ25)",2.022,0.6786,33.56,301.72,245.54,0.650,3.39,2.88,942,1,51,,,20.20
"       (2014 LL26)",1.143,0.1019,9.19,258.18,13.47,1.027,1.26,1.22,12,6,45,,,25.30
"       (2014 LQ26)",3.202,0.6093,9.54,156.27,195.77,1.251,5.15,5.73,2422,0,243,,,18.30
"       (2014 LR26)",3.13,0.6348,10.63,113.81,239.70,1.143,5.12,5.54,2421,1,75,,,18.60
"       (2014 LS26)",3.363,0.6297,10.87,179.14,128.73,1.245,5.48,6.17,87,5,38,,,21.05
"       (2014 LA27)",1.964,0.4643,40.78,56.64,200.60,1.052,2.88,2.75,2315,1,55,,,18.20
"       (2014 MP)",1.05,0.0292,9.56,91.16,118.58,1.020,1.08,1.08,10,6,73,,,26.00
"       (2014 MX)",1.552,0.3380,3.86,122.82,137.61,1.027,2.08,1.93,46,5,54,,,24.10
"       (2014 MY)",2.792,0.6313,3.98,232.19,64.81,1.029,4.56,4.67,37,7,37,,,24.70
"       (2014 MV2)",1.904,0.3260,10.92,79.27,178.92,1.283,2.52,2.63,1306,2,56,,,20.06
"       (2014 MO5)",2.197,0.4557,5.92,123.64,216.81,1.195,3.20,3.26,4844,0,90,,,20.20
"       (2014 MP5)",2.165,0.5214,9.76,133.41,183.13,1.036,3.29,3.19,164,4,94,,,21.80
"       (2014 MQ5)",1.952,0.3566,21.13,261.82,28.00,1.256,2.65,2.73,35,6,35,,,21.80
"       (2014 MR5)",0.954,0.1356,17.03,84.66,19.21,0.825,1.08,0.932,3,7,19,,,24.30
"       (2014 MS5)",1.931,0.5592,2.50,75.93,267.25,0.851,3.01,2.68,20,7,36,,,22.70
"       (2014 MT5)",1.999,0.4850,13.45,88.26,249.44,1.030,2.97,2.83,169,4,39,,,21.60
"       (2014 MZ5)",1.209,0.1081,22.31,90.47,177.71,1.078,1.34,1.33,8,7,53,,,24.00
"       (2014 MA6)",1.266,0.2126,3.18,242.55,86.29,0.997,1.53,1.42,161,5,95,,,24.50
"       (2014 MB6)",2.826,0.6495,1.28,107.20,134.42,0.990,4.66,4.75,12,7,33,,,26.22
"       (2014 MC6)",2.215,0.6297,10.40,83.93,197.28,0.820,3.61,3.3,134,5,61,,,19.40
"       (2014 MD6)",2.162,0.5266,4.44,237.83,78.29,1.023,3.30,3.18,151,4,272,,,21.50
"       (2014 ME6)",1.383,0.5328,4.04,268.87,98.30,0.646,2.12,1.63,2,7,32,,,25.60
"       (2014 MF6)",2.444,0.6134,4.33,89.83,234.70,0.945,3.94,3.82,1634,0,138,,,20.70
"       (2014 MG6)",1.43,0.2760,6.71,270.74,14.72,1.036,1.83,1.71,3,7,40,,,26.20
"       (2014 MH6)",1.208,0.5132,7.60,270.52,256.40,0.588,1.83,1.33,2,8,25,,,27.10
"       (2014 MJ6)",1.842,0.6421,4.49,271.52,102.52,0.659,3.03,2.5,1840,0,65,,,21.60
"       (2014 MK6)",2.178,0.4171,5.52,259.17,44.87,1.270,3.09,3.22,1031,2,143,,,21.10
"       (2014 MX17)",2.346,0.5093,42.94,278.29,13.65,1.151,3.54,3.59,52,7,95,,,20.50
"       (2014 MY17)",2.599,0.6372,3.04,112.97,208.28,0.943,4.26,4.19,8,9,54,,,22.20
"       (2014 MZ17)",0.9552,0.2126,2.44,304.65,191.91,0.752,1.16,0.934,463,3,48,,,24.10
"       (2014 MA18)",0.8769,0.2988,6.15,86.85,44.55,0.615,1.14,0.821,9,6,16,,,25.50
"       (2014 MC18)",2.113,0.4284,6.55,314.32,315.11,1.208,3.02,3.07,25,8,20,,,21.50
"       (2014 MD18)",2.032,0.4887,3.21,67.29,171.53,1.039,3.03,2.9,12,8,22,,,24.60
"       (2014 ME18)",1.438,0.2318,7.10,253.41,18.96,1.105,1.77,1.72,889,2,37,,,23.08
"       (2014 MF18)",0.8878,0.1596,2.73,100.50,351.82,0.746,1.03,0.836,1837,0,74,,,26.10
"       (2014 MV18)",0.801,0.2825,10.21,101.70,358.65,0.575,1.03,0.717,1834,1,107,,,23.70
"       (2014 MD19)",1.617,0.3099,23.23,88.66,126.78,1.116,2.12,2.06,5,9,26,,,22.70
"       (2014 ME19)",1.392,0.1314,21.22,102.96,359.76,1.209,1.57,1.64,2754,0,97,,,20.80
"       (2014 MF19)",1.683,0.4322,20.46,95.38,238.52,0.956,2.41,2.18,11,8,16,,,23.80
"       (2014 MG19)",1.757,0.4511,36.84,237.19,93.34,0.964,2.55,2.33,2706,0,61,,,18.90
"       (2014 MJ26)",2.012,0.5032,6.47,111.13,188.73,1.000,3.03,2.86,1,8,39,,,24.80
"       (2014 MR26)",1.668,0.7857,11.14,146.58,277.62,0.357,2.98,2.15,6,9,16,,,17.80
"       (2014 MW26)",1.203,0.1307,11.23,275.34,328.69,1.046,1.36,1.32,100,5,30,,,22.70
"       (2014 MY26)",2.057,0.5022,6.46,101.97,239.81,1.024,3.09,2.95,1244,0,51,,,22.00
"       (2014 MJ27)",1.66,0.3333,7.41,286.08,339.45,1.106,2.21,2.14,38,6,32,,,23.10
"       (2014 ML27)",2.224,0.5312,19.95,268.48,359.62,1.043,3.41,3.32,34,8,78,,,22.70
"       (2014 MM27)",1.509,0.3511,9.00,112.17,102.62,0.979,2.04,1.85,8,8,20,,,23.50
"       (2014 MO41)",1.928,0.7615,29.76,96.32,294.26,0.460,3.40,2.68,9,9,19,,,23.30
"       (2014 MP41)",1.693,0.5897,27.35,281.62,132.97,0.695,2.69,2.2,1737,1,67,,,18.30
"       (2014 MR41)",1.251,0.1737,26.69,102.44,130.71,1.034,1.47,1.4,7,8,54,,,22.80
"       (2014 MT41)",1.926,0.4706,3.39,275.66,342.97,1.019,2.83,2.67,4,8,15,,,26.50
